Pedido;Codigo do Cliente;Cliente;Codigo Vendedor;Vendedor;Linha;Codigo Produto;Nome Produto;Categoria;Quantidade;Preco Unitario;Percentual Desconto;Valor de venda;Venda Total;Salario total
12954;23;Jaques Wilneuve;6;Lennart Skoglund;4;51;Summit Hiking Boots;Cal�ado Masculino;19;112,5973861;0;2139,350336;;
12970;82;Mark Stark;1;Frank Roll;4;33;Casual Boots;Esportivo;16;29,06275478;0;465,0040765;;
12971;44;Klaus Deum;7;Tom Lindwall;4;59;Rasta WCT;Esportivo;13;10,4962269;0;136,4509498;;
12987;68;Carl Perry;6;Lennart Skoglund;4;2;Mr2 Trousers;Roupa Masculina;24;15,31914959;0;367,6595902;;
12992;56;Herman Schlusse;8;Leif Shine;4;57;Lightweight Sandals;Cal�ado Feminino;43;19,88579487;0;855,0891793;;
12995;63;George Essen;7;Tom Lindwall;4;24;Samba Soccer Socks;Roupa Masculina;33;3,534312765;0;116,6323212;;
13015;46;Tony Montana;2;Erik Presley;4;15;Sumi Underwear;Roupa Feminina;19;5,723799821;0;108,7521966;;
13022;1;Albert von Einstein;7;Tom Lindwall;4;49;Finnish Sport Blades;Esportivo;16;22,83294706;0;365,3271529;;
13025;80;Peloto Gomez;1;Frank Roll;4;18;Deuce Shirt;Beb�s;14;25,84143145;0;361,7800403;;
13026;19;Greg Thatcher;2;Erik Presley;4;17;TieBreak Tennis shoes;Cal�ado Masculino;14;21,71365237;0;303,9911332;;
13041;37;Robert Bolero;3;Rob Carsson;4;43;Summer Shorts;Praia;24;13,65705851;0;327,7694044;;
13044;37;Robert Bolero;3;Rob Carsson;4;53;Jack Flash Dress;Roupa Feminina;21;62,93093252;0;1321,549583;;
13056;19;Greg Thatcher;2;Erik Presley;4;46;Rodbye Troje;Beb�s;26;12,44515997;0;323,5741592;;
13057;39;Dieter Rummernige;3;Rob Carsson;4;31;Rossi Bermuda Shorts;Roupa Masculina;5;7,908081744;0;39,54040872;;
13115;32;Ross The Boss;1;Frank Roll;4;7;Runner Shoes;Infantil;44;33,44719297;0;1471,676491;;
13120;19;Greg Thatcher;3;Rob Carsson;4;36;Mehmet-Tr�ja;Beb�s;47;7,693168949;0;361,5789406;;
13129;1;Albert von Einstein;8;Leif Shine;4;71;Atles Lussekofta;Roupa Masculina;13;34,19738198;0;444,5659658;;
13131;25;Dieter K�ln;7;Tom Lindwall;4;24;Samba Soccer Socks;Roupa Masculina;3;3,720748169;0;11,16224451;;
13142;23;Jaques Wilneuve;6;Lennart Skoglund;4;18;Deuce Shirt;Beb�s;51;29,27052366;0;1492,796707;;
13165;32;Ross The Boss;1;Frank Roll;4;47;Lundenhagen Boots;Cal�ado Masculino;10;30,51910668;0;305,1910668;;
13178;25;Dieter K�ln;7;Tom Lindwall;4;75;Bow tie;Roupa Masculina;26;9,198981043;0;239,1735071;;
13186;37;Robert Bolero;9;Helen Brolin;4;41;Duck Shirt;Beb�s;133;10,4550911;0;1390,527116;;
13199;63;George Essen;7;Tom Lindwall;4;43;Summer Shorts;Praia;35;10,94719344;0;383,1517702;;
13201;89;Alice Chain;2;Erik Presley;4;9;Fuji Boots;Cal�ado Masculino;7;34,33692006;0;240,3584404;;
13221;19;Greg Thatcher;9;Helen Brolin;4;45;Danske Treshoe;Cal�ado Masculino;125;12,10691735;0;1513,364669;;
13226;39;Dieter Rummernige;3;Rob Carsson;4;12;Tank Swimsuit;Praia;43;9,65416884;0;415,1292601;;
13230;37;Robert Bolero;9;Helen Brolin;4;75;Bow tie;Roupa Masculina;45;8,775158888;0;394,8821499;;
13236;62;Jorge Alemaio;3;Rob Carsson;4;40;Duck Trousers;Beb�s;5;18,64682597;0;93,23412986;;
13253;63;George Essen;8;Leif Shine;4;18;Deuce Shirt;Beb�s;28;28,52642613;0;798,7399316;;
13254;82;Mark Stark;1;Frank Roll;4;62;Lace Shoes;Esportivo;10;35,47435941;0;354,7435941;;
13255;59;Herbert Bernstorf;5;Ingrid Hendrix;4;31;Rossi Bermuda Shorts;Roupa Masculina;10;8,817325447;0;88,17325447;;
13265;1;Albert von Einstein;7;Tom Lindwall;4;34;Baywatch Swimsuit;Praia;37;8,008488338;0;296,3140685;;
13270;80;Peloto Gomez;1;Frank Roll;4;51;Summit Hiking Boots;Cal�ado Masculino;25;117,9620754;0;2949,051884;;
13276;59;Herbert Bernstorf;5;Ingrid Hendrix;4;71;Atles Lussekofta;Roupa Masculina;12;31,09020239;0;373,0824287;;
13297;23;Jaques Wilneuve;6;Lennart Skoglund;4;18;Deuce Shirt;Beb�s;31;27,66517371;0;857,620385;;
13304;35;Nicolas Balines;3;Rob Carsson;4;44;Okkaba Skin Jackets;Roupa Feminina;12;64,58496943;0;775,0196331;;
13325;39;Dieter Rummernige;3;Rob Carsson;4;38;Le Baby Dress;Roupa Feminina;26;91,84189475;0;2387,889263;;
13331;46;Tony Montana;9;Helen Brolin;4;57;Lightweight Sandals;Cal�ado Feminino;14;22,39789138;0;313,5704794;;
13337;38;Al Yankovic;9;Helen Brolin;4;2;Mr2 Trousers;Roupa Masculina;9;17,78658415;0;160,0792574;;
13338;81;Mercedes Couto;2;Erik Presley;4;39;Terence Top;Roupa Feminina;29;53,36363452;0;1547,545401;;
13339;32;Ross The Boss;1;Frank Roll;4;43;Summer Shorts;Praia;11;11,5742319;0;127,3165509;;
13344;42;Joe Barry;1;Frank Roll;4;35;LA. Shorts;Praia;5;7,747046463;0;38,73523232;;
13345;5;Urra Gurra Aktersnurra;9;Helen Brolin;4;13;Aino Shoes;Beb�s;6;26,03604327;0;156,2162596;;
13349;73;Preben Elkjaer;9;Helen Brolin;4;59;Rasta WCT;Esportivo;46;9,722667323;0;447,2426969;;
13350;80;Peloto Gomez;1;Frank Roll;4;70;US-Master Jeans;Roupa Masculina;10;29,39582006;0;293,9582006;;
13369;89;Alice Chain;3;Rob Carsson;4;17;TieBreak Tennis shoes;Cal�ado Masculino;36;26,73369509;0;962,4130234;;
13377;32;Ross The Boss;1;Frank Roll;4;11;Desperado Jeans;Roupa Masculina;9;32,71075764;0;294,3968187;;
13393;76;Cheril Cow;4;Joan Callins;4;2;Mr2 Trousers;Roupa Masculina;18;19,3561671;0;348,4110078;;
13401;39;Dieter Rummernige;9;Helen Brolin;4;36;Mehmet-Tr�ja;Beb�s;18;6,679687324;0;120,2343718;;
13403;19;Greg Thatcher;9;Helen Brolin;4;24;Samba Soccer Socks;Roupa Masculina;100;5,138836066;0;513,8836066;;
13434;2;Paco el Maco;3;Rob Carsson;4;11;Desperado Jeans;Roupa Masculina;2;30,98528246;0;61,97056492;;
13457;10;James Hendersson;1;Frank Roll;4;62;Lace Shoes;Esportivo;60;24,84805966;0;1490,88358;;
13470;63;George Essen;7;Tom Lindwall;4;13;Aino Shoes;Beb�s;84;25,56305618;0;2147,296719;;
13485;82;Mark Stark;1;Frank Roll;4;47;Lundenhagen Boots;Cal�ado Masculino;36;31,10396036;0;1119,742573;;
13487;32;Ross The Boss;1;Frank Roll;4;63;Serve-Shirt;Roupa Feminina;41;20,81945203;0;853,5975334;;
13494;54;Don Gerardo;3;Rob Carsson;4;76;Halter Dress;Roupa Feminina;12;315,4204989;0;3785,045987;;
13498;1;Albert von Einstein;8;Leif Shine;4;21;Basket Shoes;Esportivo;77;9,567921544;0;736,7299589;;
13506;91;Boniekk Wallessa;8;Leif Shine;4;61;AAA Running Shoe;Esportivo;6;34,96293099;0;209,777586;;
13509;24;Linda Haglund;8;Leif Shine;4;22;Ravellis Tr�skor;Cal�ado Feminino;25;3,69739541;0;92,43488525;;
13510;37;Robert Bolero;9;Helen Brolin;4;13;Aino Shoes;Beb�s;62;29,5269122;0;1830,668557;;
13521;69;Emilio Ilegal;4;Joan Callins;4;68;Cap;Esportivo;2;11,35678582;0;22,71357164;;
13532;19;Greg Thatcher;3;Rob Carsson;4;71;Atles Lussekofta;Roupa Masculina;50;32,82648887;0;1641,324443;;
13539;42;Joe Barry;1;Frank Roll;4;64;WFS Shoes;Cal�ado Feminino;23;39,37669968;0;905,6640926;;
13543;76;Cheril Cow;5;Ingrid Hendrix;4;1;Lenin Jeansshorts;Roupa Masculina;12;20,88558149;0;250,6269779;;
13547;47;Andr�s Barbanegra;3;Rob Carsson;4;57;Lightweight Sandals;Cal�ado Feminino;28;18,30732215;0;512,6050201;;
13563;35;Nicolas Balines;9;Helen Brolin;4;24;Samba Soccer Socks;Roupa Masculina;14;5,054438511;0;70,76213916;;
13572;1;Albert von Einstein;7;Tom Lindwall;4;68;Cap;Esportivo;68;12,94564333;0;880,3037463;;
13578;44;Klaus Deum;8;Leif Shine;4;31;Rossi Bermuda Shorts;Roupa Masculina;24;9,440277117;0;226,5666508;;
13580;32;Ross The Boss;1;Frank Roll;4;64;WFS Shoes;Cal�ado Feminino;158;29,64794973;0;4684,376057;;
13591;14;Alfred Neumann;6;Lennart Skoglund;4;42;Walking Shoes;Cal�ado Feminino;11;15,76218726;0;173,3840599;;
13592;7;Julie Binoch�;5;Ingrid Hendrix;4;38;Le Baby Dress;Roupa Feminina;10;81,37019142;0;813,7019142;;
13599;79;Heinz Disco;7;Tom Lindwall;4;34;Baywatch Swimsuit;Praia;32;7,92198049;0;253,5033757;;
13619;73;Preben Elkjaer;9;Helen Brolin;4;71;Atles Lussekofta;Roupa Masculina;18;31,45181867;0;566,132736;;
13649;73;Preben Elkjaer;9;Helen Brolin;4;77;Wrap Skirt;Roupa Feminina;37;15,89242455;0;588,0197084;;
13690;37;Robert Bolero;9;Helen Brolin;4;71;Atles Lussekofta;Roupa Masculina;58;31,02202244;0;1799,277301;;
13696;44;Klaus Deum;7;Tom Lindwall;4;43;Summer Shorts;Praia;4;13,68952923;0;54,75811693;;
13706;58;Francisca Font Barcel�;8;Leif Shine;4;40;Duck Trousers;Beb�s;26;15,57869814;0;405,0461515;;
13768;44;Klaus Deum;7;Tom Lindwall;4;33;Casual Boots;Esportivo;26;28,20914022;0;733,4376457;;
13782;30;El Cordobes;4;Joan Callins;4;19;Squash Shorts;Esportivo;10;9,117366051;0;91,17366051;;
13806;82;Mark Stark;1;Frank Roll;4;40;Duck Trousers;Beb�s;2;17,82944835;0;35,6588967;;
13807;44;Klaus Deum;7;Tom Lindwall;4;76;Halter Dress;Roupa Feminina;12;411,3185545;0;4935,822655;;
13823;68;Carl Perry;6;Lennart Skoglund;4;16;Wimbledon T-Shirt;Esportivo;35;8,414034029;0;294,491191;;
13831;63;George Essen;7;Tom Lindwall;4;24;Samba Soccer Socks;Roupa Masculina;33;4,037937692;0;133,2519438;;
13851;46;Tony Montana;2;Erik Presley;4;19;Squash Shorts;Esportivo;21;8,194940333;0;172,093747;;
13858;1;Albert von Einstein;7;Tom Lindwall;4;49;Finnish Sport Blades;Esportivo;14;24,14616119;0;338,0462567;;
13861;80;Peloto Gomez;1;Frank Roll;4;18;Deuce Shirt;Beb�s;15;24,17854844;0;362,6782266;;
13862;19;Greg Thatcher;2;Erik Presley;4;17;TieBreak Tennis shoes;Cal�ado Masculino;14;24,6664118;0;345,3297652;;
13951;32;Ross The Boss;1;Frank Roll;4;72;Oyaki Kimono;Roupa Feminina;12;13,58260259;0;162,991231;;
13965;1;Albert von Einstein;8;Leif Shine;4;19;Squash Shorts;Esportivo;5;8,635936871;0;43,17968435;;
13978;23;Jaques Wilneuve;6;Lennart Skoglund;4;51;Summit Hiking Boots;Cal�ado Masculino;19;112,4246304;0;2136,067978;;
14001;32;Ross The Boss;1;Frank Roll;4;56;Slip-on Shoes;Cal�ado Feminino;40;47,64047902;0;1905,619161;;
14014;25;Dieter K�ln;7;Tom Lindwall;4;67;Minnki P�lsii;Roupa Feminina;28;54,63221897;0;1529,702131;;
14035;63;George Essen;7;Tom Lindwall;4;29;Davenport Shoes;Cal�ado Masculino;43;119,5140137;0;5139,102588;;
14037;89;Alice Chain;2;Erik Presley;4;9;Fuji Boots;Cal�ado Masculino;7;36,37603138;0;254,6322196;;
14057;19;Greg Thatcher;9;Helen Brolin;4;45;Danske Treshoe;Cal�ado Masculino;112;11,43515387;0;1280,737234;;
14062;39;Dieter Rummernige;3;Rob Carsson;4;36;Mehmet-Tr�ja;Beb�s;41;7,373743298;0;302,3234752;;
14066;37;Robert Bolero;9;Helen Brolin;4;68;Cap;Esportivo;46;14,54955601;0;669,2795763;;
14072;62;Jorge Alemaio;3;Rob Carsson;4;60;Game Over T-Shirt;Esportivo;13;6,445001178;0;83,78501531;;
14089;63;George Essen;8;Leif Shine;4;18;Deuce Shirt;Beb�s;27;29,16627995;0;787,4895587;;
14090;82;Mark Stark;1;Frank Roll;4;13;Aino Shoes;Beb�s;5;27,83874489;0;139,1937244;;
14091;59;Herbert Bernstorf;5;Ingrid Hendrix;4;41;Duck Shirt;Beb�s;43;8,386263424;0;360,6093272;;
14106;80;Peloto Gomez;1;Frank Roll;4;56;Slip-on Shoes;Cal�ado Feminino;67;38,64187517;0;2589,005636;;
14133;23;Jaques Wilneuve;6;Lennart Skoglund;4;68;Cap;Esportivo;17;14,76997936;0;251,0896492;;
14158;84;Pierre Robert;4;Joan Callins;4;41;Duck Shirt;Beb�s;24;9,054430567;0;217,3063336;;
14173;38;Al Yankovic;9;Helen Brolin;4;13;Aino Shoes;Beb�s;11;29,13800055;0;320,5180061;;
14174;81;Mercedes Couto;2;Erik Presley;4;6;Shagall Socks;Roupa Feminina;7;4,435279109;0;31,04695377;;
14175;32;Ross The Boss;1;Frank Roll;4;43;Summer Shorts;Praia;8;11,30398009;0;90,43184076;;
14180;42;Joe Barry;1;Frank Roll;4;64;WFS Shoes;Cal�ado Feminino;30;31,2307892;0;936,923676;;
14181;5;Urra Gurra Aktersnurra;9;Helen Brolin;4;13;Aino Shoes;Beb�s;7;22,88837875;0;160,2186513;;
14185;73;Preben Elkjaer;9;Helen Brolin;4;59;Rasta WCT;Esportivo;54;10,02444053;0;541,3197887;;
14186;80;Peloto Gomez;1;Frank Roll;4;11;Desperado Jeans;Roupa Masculina;15;25,33310137;0;379,9965206;;
14199;32;Ross The Boss;1;Frank Roll;4;31;Rossi Bermuda Shorts;Roupa Masculina;15;9,777017609;0;146,6552641;;
14205;89;Alice Chain;3;Rob Carsson;4;17;TieBreak Tennis shoes;Cal�ado Masculino;42;23,25194329;0;976,5816183;;
14213;32;Ross The Boss;1;Frank Roll;4;68;Cap;Esportivo;18;11,97618796;0;215,5713833;;
14229;76;Cheril Cow;4;Joan Callins;4;77;Wrap Skirt;Roupa Feminina;27;13,84233552;0;373,7430591;;
14237;39;Dieter Rummernige;9;Helen Brolin;4;29;Davenport Shoes;Cal�ado Masculino;30;120,1640513;0;3604,921538;;
14239;19;Greg Thatcher;9;Helen Brolin;4;40;Duck Trousers;Beb�s;111;21,56314038;0;2393,508582;;
14270;2;Paco el Maco;3;Rob Carsson;4;11;Desperado Jeans;Roupa Masculina;2;24,98502092;0;49,97004185;;
14274;82;Mark Stark;1;Frank Roll;4;21;Basket Shoes;Esportivo;39;9,901107889;0;386,1432077;;
14293;10;James Hendersson;1;Frank Roll;4;17;TieBreak Tennis shoes;Cal�ado Masculino;6;25,09504828;0;150,5702897;;
14306;63;George Essen;7;Tom Lindwall;4;69;Tube Socks;Esportivo;9;1,704372354;0;15,33935119;;
14321;82;Mark Stark;1;Frank Roll;4;47;Lundenhagen Boots;Cal�ado Masculino;32;23,40118526;0;748,8379284;;
14323;32;Ross The Boss;1;Frank Roll;4;31;Rossi Bermuda Shorts;Roupa Masculina;23;8,650606188;0;198,9639423;;
14330;54;Don Gerardo;3;Rob Carsson;4;11;Desperado Jeans;Roupa Masculina;28;29,41722619;0;823,6823333;;
14342;91;Boniekk Wallessa;8;Leif Shine;4;75;Bow tie;Roupa Masculina;37;6,971062752;0;257,9293218;;
14345;24;Linda Haglund;8;Leif Shine;4;46;Rodbye Troje;Beb�s;25;15,14555531;0;378,6388826;;
14346;37;Robert Bolero;9;Helen Brolin;4;13;Aino Shoes;Beb�s;67;25,07899006;0;1680,292334;;
14357;69;Emilio Ilegal;4;Joan Callins;4;23;DSW Sandals;Cal�ado Feminino;11;7,8419506;0;86,26145661;;
14368;19;Greg Thatcher;3;Rob Carsson;4;33;Casual Boots;Esportivo;29;28,84797396;0;836,5912449;;
14375;42;Joe Barry;1;Frank Roll;4;1;Lenin Jeansshorts;Roupa Masculina;53;23,5080832;0;1245,928409;;
14379;76;Cheril Cow;5;Ingrid Hendrix;4;42;Walking Shoes;Cal�ado Feminino;33;13,67805742;0;451,3758949;;
14383;47;Andr�s Barbanegra;3;Rob Carsson;4;35;LA. Shorts;Praia;26;7,148947694;0;185,87264;;
14399;35;Nicolas Balines;9;Helen Brolin;4;51;Summit Hiking Boots;Cal�ado Masculino;23;104,0515952;0;2393,186689;;
14416;32;Ross The Boss;1;Frank Roll;4;64;WFS Shoes;Cal�ado Feminino;124;34,1836615;0;4238,774026;;
14427;14;Alfred Neumann;6;Lennart Skoglund;4;33;Casual Boots;Esportivo;3;31,83365621;0;95,50096863;;
14428;7;Julie Binoch�;5;Ingrid Hendrix;4;38;Le Baby Dress;Roupa Feminina;10;72,65938453;0;726,5938453;;
14435;79;Heinz Disco;7;Tom Lindwall;4;34;Baywatch Swimsuit;Praia;32;8,36152196;0;267,5687027;;
14448;37;Robert Bolero;9;Helen Brolin;4;70;US-Master Jeans;Roupa Masculina;33;24,83201545;0;819,4565099;;
14455;73;Preben Elkjaer;9;Helen Brolin;4;59;Rasta WCT;Esportivo;13;9,400896383;0;122,211653;;
14457;19;Greg Thatcher;9;Helen Brolin;4;62;Lace Shoes;Esportivo;23;29,07525956;0;668,7309698;;
14458;32;Ross The Boss;1;Frank Roll;4;46;Rodbye Troje;Beb�s;39;13,00972196;0;507,3791563;;
14461;73;Preben Elkjaer;9;Helen Brolin;4;31;Rossi Bermuda Shorts;Roupa Masculina;34;7,963050336;0;270,7437114;;
14467;79;Heinz Disco;7;Tom Lindwall;4;76;Halter Dress;Roupa Feminina;39;325,4831134;0;12693,84142;;
14469;82;Mark Stark;1;Frank Roll;4;56;Slip-on Shoes;Cal�ado Feminino;83;49,66222938;0;4121,965039;;
14485;73;Preben Elkjaer;9;Helen Brolin;4;77;Wrap Skirt;Roupa Feminina;37;12,12393281;0;448,5855138;;
14486;63;George Essen;7;Tom Lindwall;4;61;AAA Running Shoe;Esportivo;20;26,88284345;0;537,6568689;;
14489;61;Giovanni Santhos;2;Erik Presley;4;26;Bike Helmet;Esportivo;27;31,71985787;0;856,4361625;;
14504;7;Julie Binoch�;5;Ingrid Hendrix;4;46;Rodbye Troje;Beb�s;6;13,93212296;0;83,59273774;;
14507;51;James Belucci;1;Frank Roll;4;74;X-Train Shoes;Infantil;33;28,38113119;0;936,5773291;;
14523;80;Peloto Gomez;1;Frank Roll;4;61;AAA Running Shoe;Esportivo;25;26,45163506;0;661,2908765;;
14526;37;Robert Bolero;9;Helen Brolin;4;71;Atles Lussekofta;Roupa Masculina;47;32,29417182;0;1517,826076;;
14533;19;Greg Thatcher;3;Rob Carsson;4;24;Samba Soccer Socks;Roupa Masculina;23;5,503064317;0;126,5704793;;
14542;58;Francisca Font Barcel�;8;Leif Shine;4;75;Bow tie;Roupa Masculina;10;8,765545839;0;87,65545839;;
14547;63;George Essen;8;Leif Shine;4;38;Le Baby Dress;Roupa Feminina;29;99,22870776;0;2877,632525;;
14572;89;Alice Chain;9;Helen Brolin;4;53;Jack Flash Dress;Roupa Feminina;10;71,39085562;0;713,9085562;;
14582;82;Mark Stark;1;Frank Roll;4;28;RDL Suit;Infantil;37;40,76997243;0;1508,48898;;
14583;63;George Essen;8;Leif Shine;4;27;Tracksuit;Esportivo;105;47,04844142;0;4940,086349;;
14590;44;Klaus Deum;8;Leif Shine;4;8;Tuxedo Top;Roupa Feminina;29;22,41636888;0;650,0746975;;
14598;59;Herbert Bernstorf;4;Joan Callins;4;17;TieBreak Tennis shoes;Cal�ado Masculino;35;24,33821041;0;851,8373642;;
14604;44;Klaus Deum;7;Tom Lindwall;4;33;Casual Boots;Esportivo;36;24,45153308;0;880,2551908;;
14605;68;Carl Perry;6;Lennart Skoglund;4;72;Oyaki Kimono;Roupa Feminina;24;11,38208139;0;273,1699534;;
14607;63;George Essen;8;Leif Shine;4;33;Casual Boots;Esportivo;13;25,93717478;0;337,1832721;;
14608;63;George Essen;8;Leif Shine;4;26;Bike Helmet;Esportivo;35;35,82372191;0;1253,830267;;
14621;19;Greg Thatcher;9;Helen Brolin;4;22;Ravellis Tr�skor;Cal�ado Feminino;28;3,37398418;0;94,47155705;;
14626;23;Jaques Wilneuve;6;Lennart Skoglund;4;73;Mehmet-Napp;Beb�s;4;1,225499805;0;4,901999219;;
14642;82;Mark Stark;1;Frank Roll;4;62;Lace Shoes;Esportivo;11;36,80169259;0;404,8186185;;
14643;44;Klaus Deum;7;Tom Lindwall;4;59;Rasta WCT;Esportivo;12;9,503641381;0;114,0436966;;
14659;68;Carl Perry;6;Lennart Skoglund;4;2;Mr2 Trousers;Roupa Masculina;25;19,39985112;0;484,9962779;;
14677;63;George Essen;7;Tom Lindwall;4;33;Casual Boots;Esportivo;20;22,18517865;0;443,7035729;;
14687;46;Tony Montana;2;Erik Presley;4;72;Oyaki Kimono;Roupa Feminina;3;12,59699711;0;37,79099134;;
14694;1;Albert von Einstein;7;Tom Lindwall;4;5;O-Man Underwear;Roupa Masculina;23;8,054947975;0;185,2638034;;
14697;80;Peloto Gomez;1;Frank Roll;4;75;Bow tie;Roupa Masculina;5;8,321712336;0;41,60856168;;
14698;19;Greg Thatcher;2;Erik Presley;4;75;Bow tie;Roupa Masculina;7;8,551774849;0;59,86242394;;
14713;37;Robert Bolero;3;Rob Carsson;4;43;Summer Shorts;Praia;18;10,46916784;0;188,4450211;;
14716;37;Robert Bolero;3;Rob Carsson;4;28;RDL Suit;Infantil;4;58,1952566;0;232,7810264;;
14728;19;Greg Thatcher;2;Erik Presley;4;46;Rodbye Troje;Beb�s;26;13,25447636;0;344,6163853;;
14729;39;Dieter Rummernige;3;Rob Carsson;4;72;Oyaki Kimono;Roupa Feminina;40;13,29628257;0;531,8513026;;
14787;32;Ross The Boss;1;Frank Roll;4;7;Runner Shoes;Infantil;50;45,15993984;0;2257,996992;;
14792;19;Greg Thatcher;3;Rob Carsson;4;49;Finnish Sport Blades;Esportivo;21;15,81285707;0;332,0699985;;
14801;1;Albert von Einstein;8;Leif Shine;4;19;Squash Shorts;Esportivo;5;11,97095539;0;59,85477694;;
14814;23;Jaques Wilneuve;6;Lennart Skoglund;4;18;Deuce Shirt;Beb�s;59;23,80223259;0;1404,331723;;
14837;32;Ross The Boss;1;Frank Roll;4;56;Slip-on Shoes;Cal�ado Feminino;45;45,22801045;0;2035,26047;;
14850;25;Dieter K�ln;7;Tom Lindwall;4;75;Bow tie;Roupa Masculina;22;7,897023476;0;173,7345165;;
14858;37;Robert Bolero;9;Helen Brolin;4;12;Tank Swimsuit;Praia;121;11,47353807;0;1388,298107;;
14871;63;George Essen;7;Tom Lindwall;4;44;Okkaba Skin Jackets;Roupa Feminina;26;65,29838063;0;1697,757896;;
14878;80;Peloto Gomez;1;Frank Roll;4;11;Desperado Jeans;Roupa Masculina;18;29,00044784;0;522,0080611;;
14893;19;Greg Thatcher;9;Helen Brolin;4;45;Danske Treshoe;Cal�ado Masculino;129;10,9899119;0;1417,698635;;
14898;39;Dieter Rummernige;3;Rob Carsson;4;12;Tank Swimsuit;Praia;39;10,55827881;0;411,7728736;;
14902;37;Robert Bolero;9;Helen Brolin;4;2;Mr2 Trousers;Roupa Masculina;4;23,94189603;0;95,76758414;;
14908;62;Jorge Alemaio;3;Rob Carsson;4;40;Duck Trousers;Beb�s;6;20,90415905;0;125,4249543;;
14925;63;George Essen;8;Leif Shine;4;59;Rasta WCT;Esportivo;55;8,923420829;0;490,7881456;;
14926;82;Mark Stark;1;Frank Roll;4;13;Aino Shoes;Beb�s;6;28,73634405;0;172,4180643;;
14927;59;Herbert Bernstorf;5;Ingrid Hendrix;4;69;Tube Socks;Esportivo;29;2,240681452;0;64,97976212;;
14937;1;Albert von Einstein;7;Tom Lindwall;4;64;WFS Shoes;Cal�ado Feminino;27;40,15611468;0;1084,215096;;
14942;80;Peloto Gomez;1;Frank Roll;4;51;Summit Hiking Boots;Cal�ado Masculino;24;91,36018229;0;2192,644375;;
14948;59;Herbert Bernstorf;5;Ingrid Hendrix;4;22;Ravellis Tr�skor;Cal�ado Feminino;4;3,349043827;0;13,39617531;;
14949;19;Greg Thatcher;3;Rob Carsson;4;62;Lace Shoes;Esportivo;15;30,89618888;0;463,4428332;;
14969;23;Jaques Wilneuve;6;Lennart Skoglund;4;63;Serve-Shirt;Roupa Feminina;28;16,73406286;0;468,55376;;
14997;39;Dieter Rummernige;3;Rob Carsson;4;38;Le Baby Dress;Roupa Feminina;36;69,55083109;0;2503,829919;;
15009;38;Al Yankovic;9;Helen Brolin;4;2;Mr2 Trousers;Roupa Masculina;9;19,78423239;0;178,0580915;;
15010;81;Mercedes Couto;2;Erik Presley;4;68;Cap;Esportivo;28;12,29201293;0;344,176362;;
15011;32;Ross The Boss;1;Frank Roll;4;43;Summer Shorts;Praia;11;15,11194855;0;166,231434;;
15016;42;Joe Barry;1;Frank Roll;4;57;Lightweight Sandals;Cal�ado Feminino;22;23,84652195;0;524,6234828;;
15017;5;Urra Gurra Aktersnurra;9;Helen Brolin;4;13;Aino Shoes;Beb�s;5;25,54224157;0;127,7112079;;
15021;73;Preben Elkjaer;9;Helen Brolin;4;77;Wrap Skirt;Roupa Feminina;13;12,67470418;0;164,7711544;;
15022;80;Peloto Gomez;1;Frank Roll;4;70;US-Master Jeans;Roupa Masculina;15;26,6836969;0;400,2554535;;
15035;32;Ross The Boss;1;Frank Roll;4;56;Slip-on Shoes;Cal�ado Feminino;26;44,75642398;0;1163,667024;;
15041;89;Alice Chain;3;Rob Carsson;4;62;Lace Shoes;Esportivo;3;25,44122529;0;76,32367586;;
15049;32;Ross The Boss;1;Frank Roll;4;68;Cap;Esportivo;17;13,74915066;0;233,7355613;;
15065;76;Cheril Cow;4;Joan Callins;4;77;Wrap Skirt;Roupa Feminina;31;15,48750157;0;480,1125488;;
15073;39;Dieter Rummernige;9;Helen Brolin;4;24;Samba Soccer Socks;Roupa Masculina;9;5,473548965;0;49,26194069;;
15075;19;Greg Thatcher;9;Helen Brolin;4;60;Game Over T-Shirt;Esportivo;121;6,206560657;0;750,9938395;;
15106;2;Paco el Maco;3;Rob Carsson;4;11;Desperado Jeans;Roupa Masculina;2;27,03202821;0;54,06405641;;
15110;82;Mark Stark;1;Frank Roll;4;21;Basket Shoes;Esportivo;35;13,15351985;0;460,3731949;;
15112;42;Joe Barry;1;Frank Roll;4;72;Oyaki Kimono;Roupa Feminina;15;13,87541126;0;208,1311689;;
15129;10;James Hendersson;1;Frank Roll;4;62;Lace Shoes;Esportivo;57;24,48049307;0;1395,388105;;
15142;63;George Essen;7;Tom Lindwall;4;7;Runner Shoes;Infantil;41;47,29710889;0;1939,181464;;
15157;82;Mark Stark;1;Frank Roll;4;63;Serve-Shirt;Roupa Feminina;20;25,85338169;0;517,0676337;;
15159;32;Ross The Boss;1;Frank Roll;4;31;Rossi Bermuda Shorts;Roupa Masculina;30;10,48486354;0;314,5459061;;
15166;54;Don Gerardo;3;Rob Carsson;4;20;Tennis Suit;Esportivo;13;71,04369848;0;923,5680802;;
15178;91;Boniekk Wallessa;8;Leif Shine;4;61;AAA Running Shoe;Esportivo;8;26,90132842;0;215,2106274;;
15181;24;Linda Haglund;8;Leif Shine;4;22;Ravellis Tr�skor;Cal�ado Feminino;27;4,529940565;0;122,3083952;;
15182;37;Robert Bolero;9;Helen Brolin;4;13;Aino Shoes;Beb�s;48;24,06775325;0;1155,252156;;
